,认定点代码,题型代码,题号,试题（题干）,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码,解析,,,,,,,,,,,
137,A-B-A-013,C（判断题）,,固定翼无人机是依靠机翼上下表面的压力差产生升力来飞行的，只要机翼形状合适，就能一直保持飞行。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
138,A-B-A-013,C（判断题）,,平凸翼翼型固定翼无人机在水平飞行时，机翼上下表面的气流速度是相同的。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
139,A-B-A-014,B（单选题）,,无人直升机的升力主要由（）。产生,机身,主旋翼,尾桨,发动机,,,B,3（中）,5（好）,,,,,,,,,,,,
140,A-B-A-014,B（单选题）,,无人直升机的尾桨主要作用是（）。,提供额外升力,控制直升机的俯仰,平衡主旋翼产生的反扭矩,控制直升机的滚转,,,C,3（中）,5（好）,,,,,,,,,,,,
141,A-B-A-014,B（单选题）,,在无人直升机飞行中，要使直升机上升，应该（）。,增大主旋翼的桨距,减小主旋翼的桨距,增大尾桨的桨距,减小尾桨的桨距,,,A,3（中）,5（好）,,,,,,,,,,,,
142,A-B-A-014,B（单选题）,,无人直升机的前进、后退和左右移动主要通过（）。实现,改变旋翼的总距杆位置,改变自动倾斜器的周期变距杆位置,改变尾桨的螺距角,改变旋翼的转速,,,B,3（中）,5（好）,,,,,,,,,,,,
143,A-B-A-014,C（判断题）,,无人直升机依靠旋翼产生升力来飞行。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
144,A-B-A-014,C（判断题）,,无人直升机可以实现垂直起降和悬停。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
145,A-B-A-015,B（单选题）,,（）。不是无人机通信的主要技术类型,卫星通信,地面站通信,WiFi通信,5G通信,,,C,3（中）,5（好）,,,,,,,,,,,,
146,A-B-A-015,B（单选题）,,无人机通信主要用于长距离、高速度的数据传输的类型是（）。,蓝牙通信,Wi-Fi通信,5G通信,光纤通信,,,C,3（中）,3（中）,,,,,,,,,,,,
147,A-B-A-015,B（单选题）,,（）。通信方式适用于短距离无人机操作,Wi-Fi,卫星通信,光纤通信,5G通信,,,A,3（中）,5（好）,,,,,,,,,,,,
148,A-B-A-015,B（单选题）,,无人机与遥控器之间的通信通常是通过（）。进行的,无线电波,电缆连接,蓝牙,红外线,,,A,3（中）,5（好）,,,,,,,,,,,,
149,A-B-A-015,C（判断题）,,遥控器的频率范围决定了其控制距离。（）,正确,错误,,,,,A,2（易）,5（好）,,,,,,,,,,,,
150,A-B-A-015,C（判断题）,,遥控器的天线长度不影响其控制效果。（）,正确,错误,,,,,B,2（易）,5（好）,,,,,,,,,,,,
151,A-B-A-016,B（单选题）,,在无人机长距离无线数据传输中，（）。参数对于保持稳定的通信链路最为关键,调制方式,发射功率,频率稳定性,数据编码方式,,,C,3（中）,5（好）,,,,,,,,,,,,
152,A-B-A-016,B（单选题）,,（）。可以实现远距离的数据传输的无线数据传输技术,WiFi,Zigbee,LoRa,NFC,,,C,3（中）,5（好）,,,,,,,,,,,,
153,A-B-A-016,B（单选题）,,无人机无线数据传输系统的抗干扰能力主要取决于（）。,发射功率,调制和编码技术,传输频率,传输带宽,,,B,3（中）,5（好）,,,,,,,,,,,,
154,A-B-A-016,B（单选题）,,无线数据传输系统的传输速度通常用（）。来衡量,Mbps(Megabitspersecond),Hz(Hertz),dBm(Decibel-milliwatts),mW(Milliwatts),,,A,3（中）,5（好）,,,,,,,,,,,,
155,A-B-A-016,C（判断题）,,无线数传系统的数据传输速率越高，其传输距离就越远。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
156,A-B-A-016,C（判断题）,,在无线数传系统中，只要信号强度足够，就不需要考虑信号干扰问题。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
157,A-B-A-017,B（单选题）,,（）。不是无线图像传输系统的常用带宽,20MHz,40MHz,60MHz,80MHz,,,C,3（中）,5（好）,,,,,,,,,,,,
158,A-B-A-017,B（单选题）,,（）。不是无线图像传输系统的常见分辨率,VGA,HD,FHD,UHD,,,A,3（中）,5（好）,,,,,,,,,,,,
159,A-B-A-017,B（单选题）,,无线图像传输系统的分辨率通常指的是（）。,.图像传感器的像素数量,显示屏的显示质量,视频流的清晰度,数据传输速率,,,C,3（中）,5（好）,,,,,,,,,,,,
160,A-B-A-017,B（单选题）,,无线图像传输系统的延迟通常指的是（）。,从摄像头拍摄到显示器显示所需的总时间,数据包在网络中的传输时间,图像压缩和解压缩所需的时间,从摄像头拍摄到存储介质写入所需的时间,,,A,3（中）,5（好）,,,,,,,,,,,,
161,A-B-A-017,C（判断题）,,无线图传系统的图像分辨率越高，其传输所需的带宽就越小。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
162,A-B-A-017,C（判断题）,,无线图传系统的帧率越高，观看图像时就越流畅，但所需的数据传输速率也越高。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
163,A-B-A-018,B（单选题）,,在GNSS导航系统中，"卫星"的作用是（）。,接收并处理用户的请求,向用户发送导航信息,接收并处理来自地面站的数据,提供精确的位置信息,,,D,3（中）,5（好）,,,,,,,,,,,,
164,A-B-A-018,B（单选题）,,惯性导航系统（INS）不依赖（）。确定位置,外部信号,加速度计,陀螺仪,地图数据库,,,A,3（中）,5（好）,,,,,,,,,,,,
165,A-B-A-018,B（单选题）,,无人机常用的导航方法是（）。,地面站导航,星基导航,卫星导航,惯性导航系统,,,C,3（中）,5（好）,,,,,,,,,,,,
166,A-B-A-018,B（单选题）,,（）。不属于无人机的导航参数,高度,温度,速度,方向,,,B,3（中）,5（好）,,,,,,,,,,,,
167,A-B-A-018,C（判断题）,,GPS（全球定位系统）是唯一的全球卫星导航系统，其他导航系统都有区域限制。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
168,A-B-A-018,C（判断题）,,北斗（全球定位系统）是唯一的全球卫星导航系统，其他导航系统都有区域限制。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
169,A-B-A-019,B（单选题）,,组合导航系统中常用的传感器不包括（）。,全球导航卫星系统（GNSS）,惯性测量单元（IMU）,激光雷达（LiDAR）,声纳,,,D,3（中）,5（好）,,,,,,,,,,,,
170,A-B-A-019,B（单选题）,,组合导航系统中，如果GNSS信号丢失，系统会（）。,立即停止工作,切换到单一传感器模式,使用INS进行短期定位,发送警报,,,C,3（中）,5（好）,,,,,,,,,,,,
171,A-B-A-019,B（单选题）,,组合导航系统通常是将（）。组合在一起,GPS和惯性导航系统,地磁导航和视觉导航,无线电导航和卫星导航,激光导航和惯性导航系统,,,A,3（中）,5（好）,,,,,,,,,,,,
172,A-B-A-019,B（单选题）,,在组合导航系统中，GNSS可以为惯性导航系统提供（）。,动力支持,初始对准和误差修正,信号干扰保护,备用通信通道,,,B,3（中）,5（好）,,,,,,,,,,,,
173,A-B-A-019,C（判断题）,,组合导航系统通过融合多种导航技术来提高定位精度和可靠性。（）,正确,错误,,,,,A,3（中）,5（好）,,,,,,,,,,,,
174,A-B-A-019,C（判断题）,,组合导航系统无法在室内环境下提供准确的位置信息。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
175,A-B-A-020,B（单选题）,,在无人机应用中，GNSS导航系统主要用于（）。,精确确定无人机的位置和飞行轨迹,检测无人机周围的障碍物,控制无人机的飞行姿态,调整无人机的动力输出,,,A,4（较难）,5（好）,,,,,,,,,,,,
176,A-B-A-020,B（单选题）,,无人机在室内飞行时，会发挥主要作用的导航系统是（）。,视觉导航系统,全球导航卫星系统,远程无线电导航系统,惯性导航系统单独使用,,,A,3（中）,5（好）,,,,,,,,,,,,
177,A-B-A-020,B（单选题）,,在无人机导航中，RTK（实时动态定位）技术的主要作用是（）。,提高图像分辨率,提供高精度定位,增加飞行速度,减少电池消耗,,,B,3（中）,5（好）,,,,,,,,,,,,
178,A-B-A-020,B（单选题）,,为了提高无人机导航的精度和可靠性，常采用（）。,单一高精度导航系统,多种导航系统组合,降低导航系统的更新频率,增加导航系统的传感器数量,,,B,5（难）,5（好）,,,,,,,,,,,,
179,A-B-A-020,C（判断题）,,所有无人机都必须配备高精度的卫星导航系统才能飞行。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
180,A-B-A-020,C（判断题）,,当无人机在室内飞行时，卫星导航系统完全无法工作，所以室内飞行的无人机不需要任何导航系统。（）,正确,错误,,,,,B,3（中）,5（好）,,,,,,,,,,,,
181,A-B-A-021,B（单选题）,,在无人机测试前的装配过程中，必须采取的安全防护措施是（）。,确保所有螺丝紧固,穿戴防护眼镜,检查电池电量,关闭无人机电源,,,A,3（中）,5（好）,,,,,,,,,,,,
182,A-B-A-021,B（单选题）,,在装配无人机螺旋桨时，为防止手部受伤，应该（）。,佩戴手套,加快装配速度,使用工具强行安装,先安装电机再装螺旋桨,,,A,3（中）,5（好）,,,,,,,,,,,,
183,A-B-A-021,B（单选题）,,在组装无人机时，应避免在（）。环境下进行,干燥的房间,通风良好的室外,潮湿或多尘的地方,温度适宜的室内,,,C,3（中）,5（好）,,,,,,,,,,,,
184,A-B-A-021,B（单选题）,,装配无人机的飞控系统时，为避免静电损坏电子元件，应该（）。,佩戴防静电手环,在潮湿环境下操作,用手触摸元件引脚来放电,增加操作现场的人员走动,,,A,2（易）,5（好）,,,,,,,,,,,,
185,A-B-A-021,C（判断题）,,在进行无人机装配之前，确保所有工具都已检查无误，并放置在易于取用但不会妨碍工作的位置上，这是正确的做法。（）,正确,错误,,,,,A,3（中）,5（较好）,,,,,,,,,,,,
186,A-B-A-021,C（判断题）,,装配无人机时，可以不穿戴任何个人防护装备（如护目镜、手套等），只要小心操作即可。（）,正确,错误,,,,,B,3（中）,5（较好）,,,,,,,,,,,,
187,A-B-A-022,B（单选题）,,在无人机调试过程中，启动电机时，应该（）。,确保螺旋桨安装牢固且周围无人,用手握住螺旋桨检查动力,在人员密集区启动,不检查螺旋桨安装情况直接启动,,,A,3（中）,5（好）,,,,,,,,,,,,
188,A-B-A-022,B（单选题）,,调试无人机飞行姿态时，为防止无人机失控伤人，应该（）。,在开阔、无人的场地进行调试,在室内狭窄空间调试,不设置飞行高度限制,减少对无人机状态的监控,,,A,3（中）,5（好）,,,,,,,,,,,,
189,A-B-A-022,B（单选题）,,调试无人机通信系统时，为避免信号干扰，应该（）。,远离大型电子设备和金属障碍物,将无人机放置在金属盒内,使用多个通信频段同时调试,在强电磁辐射环境下进行,,,A,3（中）,5（好）,,,,,,,,,,,,
190,A-B-A-022,B（单选题）,,在调试无人机的视觉系统时，为保护镜头，应该（）。,避免镜头直接暴露在强光下,用手指触摸镜头检查清晰度,让镜头接触尖锐物体,在沙尘环境下使用,,,A,3（中）,5（好）,,,,,,,,,,,,
191,A-B-A-022,C（判断题）,,在无人机调试过程中，为了确保安全，操作人员无需穿戴任何防护装备。（）,正确,错误,,,,,B,3（中）,5（较好）,,,,,,,,,,,,
192,A-B-A-022,C（判断题）,,调试无人机时，只需确保无人机本身的功能正常，无需检查其与其他设备的兼容性。（）,正确,错误,,,,,B,4（较难）,5（较好）,,,,,,,,,,,,
193,A-B-A-023,B（单选题）,,在无人机测试飞行过程中，为确保飞行安全，（）。措施是必要的,使用高清摄像头进行拍摄,在人口密集区域进行飞行测试,对飞行区域进行充分的空域申请和检查,提高无人机的飞行速度,,,C,3（中）,5（好）,,,,,,,,,,,,
194,A-B-A-023,B（单选题）,,在无人机测试飞行过程中，（）。的行为容易导致飞行器失控,遵守飞行规则并保持与地面的距离,避开高风险区域并保持飞行高度,与他人分享飞行数据并相互监督,长时间高速飞行并穿越密集人群区域,,,D,3（中）,5（好）,,,,,,,,,,,,
195,A-B-A-023,B（单选题）,,在无人机测试飞行中，（）。步骤是必不可少的,选择飞行场地,调整摄像头角度,清洁无人机机身,起飞前的检查,,,D,3（中）,5（好）,,,,,,,,,,,,
196,A-B-A-023,B（单选题）,,无人机测试飞行中，（）。做法是错误的,未经许可就进行测试,确保通讯畅通,事先规划好飞行路线,选择合适的天气条件,,,A,3（中）,5（好）,,,,,,,,,,,,
197,A-B-A-023,C（判断题）,,无人机测试飞行时，操作人员可以边操作无人机边查看手机或其他电子设备。（）,正确,错误,,,,,B,3（中）,5（较好）,,,,,,,,,,,,
198,A-B-A-023,C（判断题）,,为了确保无人机测试飞行的安全，操作人员只需在飞行前对无人机进行检查，飞行过程中无需再进行任何监控。（）,正确,错误,,,,,B,3（中）,5（较好）,,,,,,,,,,,,
199,A-B-A-024,B（单选题）,,无人机飞行过程中，螺旋桨突然停止转动，这属于（）。故障,动力系统故障,飞控系统故障,通信系统故障,导航系统故障,,,A,3（中）,5（好）,,,,,,,,,,,,
200,A-B-A-024,B（单选题）,,不是无人机常见的机械故障的是（）。,螺旋桨损坏,电机过热,GPS信号丢失,结构件断裂,,,C,3（中）,5（好）,,,,,,,,,,,,
201,A-B-A-024,B（单选题）,,无人机的传感器故障可能会导致（）。,图像模糊,无法充电,飞行高度不稳定,自动返航失败,,,C,3（中）,5（好）,,,,,,,,,,,,
202,A-B-A-024,B（单选题）,,无人机的通信故障可能会导致（）。,无法接收地面指令,飞行速度加快,摄像头分辨率下降,结构件松动,,,A,3（中）,5（好）,,,,,,,,,,,,
203,A-B-A-024,C（判断题）,,无人机的通信故障通常只与遥控器的硬件问题有关。（）,正确,错误,,,,,B,3（中）,5（较好）,,,,,,,,,,,,
204,A-B-A-024,C（判断题）,,一般情况下，无人机的环境适应性故障主要是由于恶劣天气条件导致的。（）,正确,错误,,,,,A,3（中）,5（较好）,,,,,,,,,,,,
205,A-B-A-025,B（单选题）,,在无人机通信系统故障时，（）。是无效的,检查天线连接,重启通信模块,更换电池,检查周围环境是否有信号干扰,,,C,3（中）,5（好）,,,,,,,,,,,,
206,A-B-A-025,B（单选题）,,无人机通信系统故障导致无法接收遥控指令，首先应该检查（）。,遥控器电池,无人机飞控板,通信模块固件,无人机电池,,,A,3（中）,5（好）,,,,,,,,,,,,
207,A-B-A-025,B（单选题）,,无人机在飞行中失去视频传输，但遥控信号正常，是（）。类型的通信故障,视频链路故障,遥控链路故障,GNSS信号故障,数据链路故障,,,A,3（中）,5（好）,,,,,,,,,,,,
208,A-B-A-025,B（单选题）,,无人机通信系统中，FHSS（跳频扩频）技术主要用于（）。,增加通信距离,减少通信干扰,提高视频质量,增强GPS信号,,,B,3（中）,5（好）,,,,,,,,,,,,
209,A-B-A-025,C（判断题）,,无人机通信系统的故障仅发生在硬件出现问题时。（）,正确,错误,,,,,B,3（中）,5（较好）,,,,,,,,,,,,
210,A-B-A-025,C（判断题）,,通过优化路径规划和避免已知的干扰源，可以有效降低无人机通信故障的发生率。（）,正确,错误,,,,,A,4（较难）,5（较好）,,,,,,,,,,,,
