,认定点代码,题型代码,题号,试题（题干）,试题（选项A）,试题（选项B）,试题（选项C）,试题（选项D）,试题（选项E）,【图】及位置,正确答案,难度代码,一致性代码
,A-B-A-017,B（单选题）,,无线图像传输系统的延迟通常指的是（）。,从摄像头拍摄到显示器显示所需的总时间,数据包在网络中的传输时间,图像压缩和解压缩所需的时间,从摄像头拍摄到存储介质写入所需的时间,,,A,3（中）,5（好）
,A-B-A-017,C（判断题）,,无线图传系统的图像分辨率越高，其传输所需的带宽就越小。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-A-017,C（判断题）,,无线图传系统的帧率越高，观看图像时就越流畅，但所需的数据传输速率也越高。（）,正确,错误,,,,,A,3（中）,5（好）
,A-B-A-018,B（单选题）,,在GNSS导航系统中，"卫星"的作用是（）。,接收并处理用户的请求,向用户发送导航信息,接收并处理来自地面站的数据,提供精确的位置信息,,,D,3（中）,5（好）
,A-B-A-018,B（单选题）,,惯性导航系统（INS）不依赖（）确定位置。,外部信号,加速度计,陀螺仪,地图数据库,,,A,3（中）,5（好）
,A-B-A-018,B（单选题）,,无人机常用的导航方法是（）。,地面站导航,星基导航,卫星导航,惯性导航系统,,,C,3（中）,5（好）
,A-B-A-018,B（单选题）,,（）不属于无人机的导航参数。,高度,温度,速度,方向,,,B,3（中）,5（好）
,A-B-A-018,C（判断题）,,GPS（全球定位系统）是唯一的全球卫星导航系统，其他导航系统都有区域限制。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-A-018,C（判断题）,,北斗（全球定位系统）是唯一的全球卫星导航系统，其他导航系统都有区域限制。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-A-019,B（单选题）,,组合导航系统中常用的传感器不包括（）。,全球导航卫星系统（GNSS）,惯性测量单元（IMU）,激光雷达（LiDAR）,声纳,,,D,3（中）,5（好）
,A-B-A-019,B（单选题）,,组合导航系统中，如果GNSS信号丢失，系统会（）。,立即停止工作,切换到单一传感器模式,使用INS进行短期定位,发送警报,,,C,3（中）,5（好）
,A-B-A-019,B（单选题）,,组合导航系统通常是将（）组合在一起。,GPS和惯性导航系统,地磁导航和视觉导航,无线电导航和卫星导航,激光导航和惯性导航系统,,,A,3（中）,5（好）
,A-B-A-019,B（单选题）,,在组合导航系统中，GNSS可以为惯性导航系统提供（）。,动力支持,初始对准和误差修正,信号干扰保护,备用通信通道,,,B,3（中）,5（好）
,A-B-A-019,C（判断题）,,组合导航系统通过融合多种导航技术来提高定位精度和可靠性。(),正确,错误,,,,,A,3（中）,5（好）
,A-B-A-019,C（判断题）,,组合导航系统无法在室内环境下提供准确的位置信息。(),正确,错误,,,,,B,3（中）,5（好）
,A-B-A-020,B（单选题）,,在无人机应用中，GNSS导航系统主要用于（）。,精确确定无人机的位置和飞行轨迹,检测无人机周围的障碍物,控制无人机的飞行姿态,调整无人机的动力输出,,,A,4（较难）,5（好）
,A-B-A-020,B（单选题）,,无人机在室内飞行时，会发挥主要作用的导航系统是（）。,视觉导航系统,全球导航卫星系统,远程无线电导航系统,惯性导航系统单独使用,,,A,3（中）,5（好）
,A-B-A-020,B（单选题）,,在无人机导航中，RTK（实时动态定位）技术的主要作用是（）。,提高图像分辨率,提供高精度定位,增加飞行速度,减少电池消耗,,,B,3（中）,5（好）
,A-B-A-020,B（单选题）,,为了提高无人机导航的精度和可靠性，常采用（）。,单一高精度导航系统,多种导航系统组合,降低导航系统的更新频率,增加导航系统的传感器数量,,,B,5（难）,5（好）
,A-B-A-020,C（判断题）,,所有无人机都必须配备高精度的卫星导航系统才能飞行。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-A-020,C（判断题）,,当无人机在室内飞行时，卫星导航系统完全无法工作，所以室内飞行的无人机不需要任何导航系统。（）,正确,错误,,,,,B,3（中）,5（好）
,A-B-A-021,B（单选题）,,在无人机测试前的装配过程中，必须采取的安全防护措施是（）。,确保所有螺丝紧固,穿戴防护眼镜,检查电池电量,关闭无人机电源,,,A,3（中）,5（好）
,A-B-A-021,B（单选题）,,在装配无人机螺旋桨时，为防止手部受伤，应该（）。,佩戴手套,加快装配速度,使用工具强行安装,先安装电机再装螺旋桨,,,A,3（中）,5（好）
,A-B-A-021,B（单选题）,,在组装无人机时，应避免在（）环境下进行。,干燥的房间,通风良好的室外,潮湿或多尘的地方,温度适宜的室内,,,C,3（中）,5（好）
,A-B-A-021,B（单选题）,,装配无人机的飞控系统时，为避免静电损坏电子元件，应该（）。,佩戴防静电手环,在潮湿环境下操作,用手触摸元件引脚来放电,增加操作现场的人员走动,,,A,2（易）,5（好）
,A-B-A-021,C（判断题）,,在进行无人机装配之前，确保所有工具都已检查无误，并放置在易于取用但不会妨碍工作的位置上，这是正确的做法。（）,正确,错误,,,,,A,3（中）,5（较好）
,A-B-A-021,C（判断题）,,装配无人机时，可以不穿戴任何个人防护装备（如护目镜、手套等），只要小心操作即可。（）,正确,错误,,,,,B,3（中）,5（较好）
,A-B-A-022,B（单选题）,,在无人机调试过程中，启动电机时，应该（）。,确保螺旋桨安装牢固且周围无人,用手握住螺旋桨检查动力,在人员密集区启动,不检查螺旋桨安装情况直接启动,,,A,3（中）,5（好）
,A-B-A-022,B（单选题）,,调试无人机飞行姿态时，为防止无人机失控伤人，应该（）。,在开阔、无人的场地进行调试,在室内狭窄空间调试,不设置飞行高度限制,减少对无人机状态的监控,,,A,3（中）,5（好）
,A-B-A-022,B（单选题）,,调试无人机通信系统时，为避免信号干扰，应该（）。,远离大型电子设备和金属障碍物,将无人机放置在金属盒内,使用多个通信频段同时调试,在强电磁辐射环境下进行,,,A,3（中）,5（好）
,A-B-A-022,B（单选题）,,在调试无人机的视觉系统时，为保护镜头，应该（）。,避免镜头直接暴露在强光下,用手指触摸镜头检查清晰度,让镜头接触尖锐物体,在沙尘环境下使用,,,A,3（中）,5（好）
,A-B-A-022,C（判断题）,,在无人机调试过程中，为了确保安全，操作人员无需穿戴任何防护装备。（）,正确,错误,,,,,B,3（中）,5（较好）
,A-B-A-022,C（判断题）,,调试无人机时，只需确保无人机本身的功能正常，无需检查其与其他设备的兼容性。（）,正确,错误,,,,,B,4（较难）,5（较好）
,A-B-A-023,B（单选题）,,在无人机测试飞行过程中，为确保飞行安全，（）措施是必要的。,使用高清摄像头进行拍摄,在人口密集区域进行飞行测试,对飞行区域进行充分的空域申请和检查,提高无人机的飞行速度,,,C,3（中）,5（好）
,A-B-A-023,B（单选题）,,在无人机测试飞行过程中，（）的行为容易导致飞行器失控。,遵守飞行规则并保持与地面的距离,避开高风险区域并保持飞行高度,与他人分享飞行数据并相互监督,长时间高速飞行并穿越密集人群区域,,,D,3（中）,5（好）
,A-B-A-023,B（单选题）,,在无人机测试飞行中，（）步骤是必不可少的。,选择飞行场地,调整摄像头角度,清洁无人机机身,起飞前的检查,,,D,3（中）,5（好）
,A-B-A-023,B（单选题）,,无人机测试飞行中，（）做法是错误的。,未经许可就进行测试,确保通讯畅通,事先规划好飞行路线,选择合适的天气条件,,,A,3（中）,5（好）
,A-B-A-023,C（判断题）,,无人机测试飞行时，操作人员可以边操作无人机边查看手机或其他电子设备。（）,正确,错误,,,,,B,3（中）,5（较好）
,A-B-A-023,C（判断题）,,为了确保无人机测试飞行的安全，操作人员只需在飞行前对无人机进行检查，飞行过程中无需再进行任何监控。（）,正确,错误,,,,,B,3（中）,5（较好）
,A-B-A-024,B（单选题）,,无人机飞行过程中，螺旋桨突然停止转动，这属于（）故障。,动力系统故障,飞控系统故障,通信系统故障,导航系统故障,,,A,3（中）,5（好）
,A-B-A-024,B（单选题）,,不是无人机常见的机械故障的是（）。,螺旋桨损坏,电机过热,GPS信号丢失,结构件断裂,,,C,3（中）,5（好）
,A-B-A-024,B（单选题）,,无人机的传感器故障可能会导致（）。,图像模糊,无法充电,飞行高度不稳定,自动返航失败,,,C,3（中）,5（好）
,A-B-A-024,B（单选题）,,无人机的通信故障可能会导致（）。,无法接收地面指令,飞行速度加快,摄像头分辨率下降,结构件松动,,,A,3（中）,5（好）
,A-B-A-024,C（判断题）,,无人机的通信故障通常只与遥控器的硬件问题有关。（）,正确,错误,,,,,B,3（中）,5（较好）
,A-B-A-024,C（判断题）,,一般情况下，无人机的环境适应性故障主要是由于恶劣天气条件导致的。（）,正确,错误,,,,,A,3（中）,5（较好）
,A-B-A-025,B（单选题）,,在无人机通信系统故障时，（）是无效的。,检查天线连接,重启通信模块,更换电池,检查周围环境是否有信号干扰,,,C,3（中）,5（好）
,A-B-A-025,B（单选题）,,无人机通信系统故障导致无法接收遥控指令，首先应该检查（）。,遥控器电池,无人机飞控板,通信模块固件,无人机电池,,,A,3（中）,5（好）
,A-B-A-025,B（单选题）,,无人机在飞行中失去视频传输，但遥控信号正常，是（）类型的通信故障。,视频链路故障,遥控链路故障,GNSS信号故障,数据链路故障,,,A,3（中）,5（好）
,A-B-A-025,B（单选题）,,无人机通信系统中，FHSS（跳频扩频）技术主要用于（）。,增加通信距离,减少通信干扰,提高视频质量,增强GPS信号,,,B,3（中）,5（好）
,A-B-A-025,C（判断题）,,无人机通信系统的故障仅发生在硬件出现问题时。（）,正确,错误,,,,,B,3（中）,5（较好）
,A-B-A-025,C（判断题）,,通过优化路径规划和避免已知的干扰源，可以有效降低无人机通信故障的发生率。（）,正确,错误,,,,,A,4（较难）,5（较好）
,A-B-A-026,B（单选题）,,无人机GNSS（全球导航卫星系统）无法定位，首先要检查（）。,GNSS天线是否连接良好,飞控系统的导航算法,电池电量是否充足,周围的磁场环境,,,A,2（易）,5（好）
,A-B-A-026,B（单选题）,,无人机GNSS信号弱的常见原因是（）。,周围有高大建筑物遮挡,飞行速度过快,搭载设备过重,相机处于拍摄状态,,,A,3（中）,5（好）
,A-B-A-026,B（单选题）,,无人机GNSS定位出现较大偏差，可能是因为（）。,卫星信号多径效应,螺旋桨产生的电磁干扰,起落架未收起,视觉传感器故障,,,A,3（中）,5（好）
,A-B-A-026,B（单选题）,,在城市环境中，无人机GNSS故障的概率较高，原因是（）。,电磁干扰较多,空气湿度大,风速变化快,温度过高,,,A,3（中）,5（好）
,A-B-A-026,C（判断题）,,无人机GNSS出现故障时，无人机将完全无法确定自己的位置。（）,正确,错误,,,,,B,3（中）,5（较好）
,A-B-A-026,C（判断题）,,使用多频段GNSS接收器能够改善在城市峡谷等复杂环境中的定位准确性。（）,正确,错误,,,,,A,3（中）,5（较好）
,A-B-A-027,B（单选题）,,无人机飞行中出现姿态摇摆不定的故障，可能是由于（）。,电机转速不平衡,电池电量不足,GNSS信号丢失,通信链路中断,,,A,3（中）,5（好）
,A-B-A-027,B（单选题）,,无人机在空中突然仰头或低头，可能是（）出现问题。,俯仰通道控制,横滚通道控制,偏航通道控制,油门通道控制,,,A,3（中）,5（好）
,A-B-A-027,B（单选题）,,无人机飞行姿态出现高频振动，可能是（）。,电机不平衡或螺旋桨损坏,高度传感器故障,通信系统受到干扰,GNSS系统不稳定,,,A,3（中）,5（好）
,A-B-A-027,B（单选题）,,为了防止飞行姿态故障，无人机操作员应该定期进行（）。,软件更新,硬件清洁和维护,飞行路线规划,飞行速度测试,,,B,3（中）,5（好）
,A-B-A-027,C（判断题）,,无人机飞行姿态故障不会影响其导航系统的准确性。（）,正确,错误,,,,,B,3（中）,5（较好）
,A-B-A-027,C（判断题）,,定期维护和检查无人机的传感器和飞行控制系统能够有效预防飞行姿态故障。（）,正确,错误,,,,,A,4（较难）,5（较好）
,A-B-A-028,B（单选题）,,多旋翼无人机起飞时桨叶旋转但无法离地，可能是因为（）。,螺旋桨转速不够,飞控系统软件更新,通信系统繁忙,视觉系统未启动,,,A,3（中）,5（好）
,A-B-A-028,B（单选题）,,无人机起飞离地几秒钟后迅速下降，可能是（）。,电池电量过低，无法维持飞行高度,起飞场地有斜坡,飞控系统的高度锁定功能开启,螺旋桨长度过长,,,A,3（中）,5（好）
,A-B-A-028,B（单选题）,,固定翼无人机降落时偏出跑道，可能是因为（）。,降落时风向改变,起落架轮胎损坏,相机在降落时拍摄,飞控系统重启,,,A,3（中）,5（好）
